name,aquifertype,label,latitude,longitude,datasource,status,welltagno,emsid,uniqueID,URLAQRTReport,CMSLiteURL,elevation,FID,summary,obswellcode,GlobalID_2,CreationDate,Creator,EditDate,Editor,x,y,wkid
"OBS WELL 002 - Abbotsford (Airport, Huntingdon Rd W Of Clearbrook Rd)",IA,OBS Well 002,49.017101,-122.341651,TELEMETRY,ACTIVE,26787,1401057,2,http://aqrt.nrs.gov.bc.ca/Report/Show/2062/OW002.GroundwaterChart.pdf,,,1,"Observation Well 002 was established in 1962 and re-drilled in 1972. It is located in surficial aquifer 15 (Abbotsford Aquifer),  a  IA  aquifer near Abbotsford. It was established to collect baseline data on ground water levels and pumping effects.  ",002,870052de-8622-4793-bf88-58b1a1d64210,"7/27/2017, 4:11 PM",RTURGANO_governmentofbc,"11/30/2017, 4:30 PM",RTURGANO_governmentofbc,-13619010.29212839,6277763.574212068,102100
OBS WELL 255 - Chilliwack (Yarrow Ratzlaff Rd),IA,OBS Well 255,49.074091,-122.057644,TELEMETRY,ACTIVE,42266,1401448,255,http://aqrt.nrs.gov.bc.ca/Report/Show/2136/OW255.GroundwaterChart.pdf,,,2,"Observation Well 255 was established in 1979. It is located in an unmapped bedrock aquifer underlying surficial aquifer 8,  a  IA  aquifer south of Yarrow. It was established to collect baseline data on ground water levels after a water supply investigation..",255,6d636591-610f-4e4b-ba0f-055a32d65bb1,"7/27/2017, 4:11 PM",RTURGANO_governmentofbc,"11/30/2017, 1:03 PM",RTURGANO_governmentofbc,-13587394.77750666,6287442.450015045,102100
OBS WELL 409 - Spallumcheen (Schubert Rd),,OBS Well 409,50.511389,-119.225834,TELEMETRY,ACTIVE,104830,E288429,409,http://aqrt.nrs.gov.bc.ca/Report/Show/2356/OW409.GroundwaterChart.pdf,,,3,"Observation Well 409 was included in the network in 2012.  It is located in surficial aquifer 103,  a  IIA  aquifer near Spallumcheen. It was established to monitor groundwater levels in developed aquifers.  ",409,0d8c61b4-ab9d-42d0-b938-dd3313b49013,"7/27/2017, 4:11 PM",RTURGANO_governmentofbc,"11/30/2017, 1:02 PM",RTURGANO_governmentofbc,-13272159.130283363,6535314.987090688,102100
OBS WELL 378 - Prince George (at 5th and Ospika),IA,OBS Well 378,53.920083,-122.792828,TELEMETRY,ACTIVE,86618,E269903,378,http://aqrt.nrs.gov.bc.ca/Report/Show/2302/OW378.GroundwaterChart.pdf,http://www2.gov.bc.ca/gov/content?id=CC12B117D64A44378BCA15099BC8D25C,,4,"Observation Well 378 was established in 2007. It is located in surficial aquifer 92,  a  IA  aquifer at Prince George. It was established to monitor water levels in developed aquifers.  ",378,3dad2292-8e76-432c-85bc-c8e3d21e8517,"7/27/2017, 4:11 PM",RTURGANO_governmentofbc,"11/23/2017, 8:13 PM",RTURGANO_governmentofbc,-13669235.086026026,7155035.475750677,102100
OBS WELL 128 - Mayne Island (Skana Gate Road),,OBS Well 128,48.869029,-123.282600,MANUAL,ACTIVE,24845,1400086,128,http://aqrt.nrs.gov.bc.ca/Report/Show/2116/OW128.GroundwaterChart.pdf,http://www2.gov.bc.ca/gov/content?id=D68ED41856A641EDB47BE60E2E9E2B94,,5,"Observation Well 128 was established in 1972. It is located in bedrock aquifer 447,  a  IIA  aquifer on Mayne Island. It was initially established for a groundwater research project.  ",128,b1259b6e-40ce-4172-ab55-94bfb4285102,"7/27/2017, 4:11 PM",RTURGANO_governmentofbc,"11/23/2017, 8:02 PM",RTURGANO_governmentofbc,-13723756.25567083,6252667.5039770845,102100
OBS WELL 343 - Central Saanich (Mt Newton X Road),,OBS Well 343,48.599000,-123.445816,TELEMETRY,ACTIVE,56374,E254652,343,http://aqrt.nrs.gov.bc.ca/Report/Show/2246/OW343.GroundwaterChart.pdf,,,6,"Observation Well 343 was established in 1999. It is located in bedrock aquifer 608,  a  IIB  aquifer in Central Saanich. It was established to monitor water levels for the Hagan Creek Watershed Study.  ",343,294bccc8-54b9-4469-bc90-cefac8a6c865,"7/27/2017, 4:11 PM",RTURGANO_governmentofbc,"11/28/2017, 10:44 AM",RTURGANO_governmentofbc,-13741925.377680143,6207091.978534182,102100
OBS WELL 380 - Mill Bay (Kinnoull Cr.),IIB,OBS Well 380,48.644713,-123.568636,MANUAL,ACTIVE,46810,E305030,380,http://aqrt.nrs.gov.bc.ca/Report/Show/2304/OW380.GroundwaterChart.pdf,http://www2.gov.bc.ca/gov/content?id=DE2567E10C0B49F8A68FB1D2D06564EC,,7,"Observation Well 380 was established in 2014. It is located in bedrock aquifer 207,  a  IIB  aquifer near Mill Bay. It was established to monitor water levels in developed aquifers.      ",380,64af9d7a-b443-4e95-8f61-f7b30ff8ac1c,"7/27/2017, 4:11 PM",RTURGANO_governmentofbc,"11/23/2017, 8:13 PM",RTURGANO_governmentofbc,-13755597.637539372,6214790.239836487,102100
OBS WELL 410 - Joe Riche (Goudie Rd),,OBS Well 410,49.880979,-119.254529,TELEMETRY,ACTIVE,106355,E288430,410,http://aqrt.nrs.gov.bc.ca/Report/Show/2366/OW410.GroundwaterChart.pdf,http://www2.gov.bc.ca/gov/content?id=435FB2D55E5641B891E9A026FD2288B2,,8,"Observation Well 410 was included in the network in 2012.  It is located in surficial aquifer 473,  a  IIC  aquifer in the Joe Rich area. It was established to monitor groundwater levels in developed aquifers. ",410,de0ee9e3-eb7e-46a1-95d0-a8a434a0f85d,"7/27/2017, 4:11 PM",RTURGANO_governmentofbc,"11/23/2017, 8:16 PM",RTURGANO_governmentofbc,-13275353.443071676,6425688.9580184575,102100
OBS WELL 258 - Galiano Island (Shopland Rd.),IIB,OBS Well 258,48.873862,-123.325605,TELEMETRY,ACTIVE,44593,1401490,258,http://aqrt.nrs.gov.bc.ca/Report/Show/2156/OW258.GroundwaterChart.pdf,http://www2.gov.bc.ca/gov/content?id=BD76F130C5F9469ABAF4629ACF4905B0,,9,"Observation Well 258 was established in 1980. It is located in bedrock aquifer 320,  a  IIB  aquifer on Galiano Island. It was established to monitor water levels in developed aquifers.  ",258,c0080023-e98f-4b1b-9f9a-4cbb7e6de408,"7/27/2017, 4:11 PM",RTURGANO_governmentofbc,"11/23/2017, 8:04 PM",RTURGANO_governmentofbc,-13728543.505844597,6253485.453825286,102100
OBS WELL 008 - Abbotsford  (Vye Rd E Of Mccallum Rd),IA,OBS Well 008,49.016957,-122.289397,TELEMETRY,ACTIVE,26549,1401059,8,http://aqrt.nrs.gov.bc.ca/Report/Show/2082/OW008.GroundwaterChart.pdf,https://www2.qa.gov.bc.ca/gov/content/environment/air-land-water/water/groundwater-wells/aquifers/groundwater-observation-well-network/active-wells/obs-well-008-abbotsford,,10,"Observation Well 008 was established in 1962 and re-drilled in 1972. It is located in surficial aquifer 15 (Abbotsford Aquifer),  a  IA  aquifer near Abbotsford. It was established to collect baseline data on ground water levels and pumping effects.  ",008,8b5756a1-2edb-4e0b-a848-b3f95e1c1fc1,"7/27/2017, 4:11 PM",RTURGANO_governmentofbc,"11/23/2017, 3:07 PM",RTURGANO_governmentofbc,-13613193.403456476,6277739.132066983,102100
